housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,house_id
4.0,5416.0,820.0,1753.0,583.0,6.9544,314000.0,<1H OCEAN,10335
9.0,4855.0,872.0,2098.0,765.0,3.2723,97800.0,INLAND,13909
16.0,8476.0,1758.0,2711.0,1427.0,2.1848,97900.0,<1H OCEAN,12146
19.0,1258.0,246.0,545.0,227.0,2.9762,184400.0,<1H OCEAN,10500
45.0,1672.0,344.0,838.0,314.0,4.1419,291500.0,NEAR OCEAN,16098
34.0,5846.0,785.0,1817.0,747.0,8.496,500001.0,NEAR OCEAN,14484
18.0,4780.0,1192.0,1886.0,1036.0,4.4674,500001.0,<1H OCEAN,5308
9.0,2404.0,390.0,1074.0,359.0,5.0198,151900.0,INLAND,13869
6.0,8278.0,1579.0,3062.0,1446.0,3.0043,134700.0,INLAND,12222
16.0,883.0,236.0,601.0,219.0,2.151,146900.0,NEAR BAY,15730
4.0,8301.0,1333.0,3941.0,1236.0,6.2141,252200.0,<1H OCEAN,13184
37.0,3149.0,833.0,3456.0,788.0,2.8542,127600.0,<1H OCEAN,9696
31.0,1975.0,373.0,918.0,347.0,4.4107,202000.0,<1H OCEAN,10091
43.0,1529.0,311.0,570.0,250.0,5.2366,293300.0,<1H OCEAN,18370
52.0,2637.0,539.0,1159.0,497.0,3.8846,333100.0,NEAR BAY,15853
36.0,725.0,121.0,335.0,140.0,4.125,327600.0,NEAR OCEAN,16805
30.0,1677.0,372.0,1021.0,332.0,3.5859,199700.0,<1H OCEAN,7102
16.0,2035.0,370.0,704.0,330.0,2.1979,146400.0,INLAND,9081
35.0,1651.0,269.0,707.0,252.0,5.6482,294800.0,<1H OCEAN,8447
52.0,1863.0,559.0,906.0,493.0,1.9203,195800.0,NEAR OCEAN,14339
25.0,2037.0,515.0,1435.0,496.0,3.3199,188800.0,<1H OCEAN,10171
26.0,3670.0,556.0,1616.0,550.0,5.02,169600.0,INLAND,12937
19.0,1469.0,275.0,1010.0,292.0,3.5664,150400.0,NEAR OCEAN,14219
40.0,2959.0,389.0,985.0,365.0,9.9025,500001.0,NEAR BAY,17113
16.0,1458.0,295.0,912.0,331.0,3.625,160400.0,INLAND,13207
33.0,2873.0,489.0,1946.0,475.0,5.0709,176400.0,<1H OCEAN,17695
34.0,3100.0,617.0,1155.0,542.0,3.0938,245900.0,NEAR OCEAN,16677
46.0,879.0,253.0,1010.0,221.0,2.1776,118300.0,<1H OCEAN,4909
38.0,1839.0,287.0,685.0,276.0,4.5313,189400.0,INLAND,12724
15.0,10377.0,2331.0,4507.0,1807.0,2.2466,66800.0,INLAND,13915
52.0,2239.0,420.0,941.0,397.0,4.125,349000.0,NEAR OCEAN,20221
14.0,1551.0,297.0,785.0,281.0,3.775,163300.0,INLAND,16467
16.0,3155.0,541.0,1630.0,540.0,4.0282,126400.0,INLAND,11797
15.0,4713.0,769.0,2519.0,778.0,5.6958,253800.0,<1H OCEAN,18397
14.0,5487.0,1024.0,2823.0,979.0,4.175,229800.0,<1H OCEAN,18472
52.0,2038.0,629.0,2007.0,596.0,2.5701,266700.0,NEAR BAY,15818
37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0,NEAR OCEAN,14264
36.0,5456.0,926.0,2761.0,916.0,4.7755,280700.0,NEAR OCEAN,16795
31.0,1484.0,314.0,1163.0,336.0,2.625,72100.0,INLAND,16299
24.0,3174.0,506.0,1466.0,535.0,5.2285,248100.0,<1H OCEAN,9705
16.0,3120.0,685.0,2383.0,681.0,3.5551,198600.0,INLAND,18492
30.0,1739.0,359.0,1914.0,369.0,3.5551,185200.0,<1H OCEAN,10865
52.0,1549.0,275.0,604.0,249.0,2.2278,155400.0,INLAND,10058
19.0,4526.0,830.0,2318.0,748.0,4.6681,320700.0,<1H OCEAN,11622
27.0,1145.0,150.0,492.0,160.0,5.716,348300.0,<1H OCEAN,17818
28.0,1347.0,241.0,713.0,225.0,4.0208,155700.0,INLAND,16553
23.0,1481.0,343.0,1079.0,315.0,1.867,60600.0,INLAND,12794
33.0,399.0,87.0,71.0,27.0,1.875,71300.0,INLAND,13942
25.0,1583.0,460.0,983.0,422.0,2.7019,293800.0,<1H OCEAN,8922
35.0,1021.0,280.0,1258.0,239.0,1.7375,48600.0,INLAND,2933
18.0,3224.0,561.0,1310.0,580.0,8.4614,391900.0,<1H OCEAN,10682
46.0,1811.0,337.0,796.0,333.0,3.43,292900.0,NEAR OCEAN,16853
52.0,2059.0,345.0,800.0,308.0,4.97,500001.0,NEAR OCEAN,16908
43.0,1077.0,199.0,447.0,182.0,3.0139,115600.0,INLAND,12753
30.0,4255.0,773.0,2129.0,730.0,4.5185,142500.0,INLAND,13192
12.0,5080.0,814.0,1958.0,716.0,5.3905,299600.0,NEAR OCEAN,15506
35.0,1372.0,360.0,850.0,328.0,1.6331,67500.0,INLAND,12811
16.0,2412.0,419.0,1612.0,422.0,4.5086,171100.0,<1H OCEAN,14537
28.0,1263.0,248.0,601.0,219.0,3.875,174000.0,INLAND,13261
47.0,3038.0,1533.0,4225.0,1472.0,1.6725,187500.0,<1H OCEAN,4646
25.0,1781.0,349.0,918.0,378.0,3.9286,262700.0,<1H OCEAN,11115
31.0,2692.0,445.0,1129.0,450.0,4.4583,170000.0,<1H OCEAN,14730
52.0,741.0,170.0,277.0,165.0,4.4712,500001.0,NEAR BAY,15621
12.0,2772.0,578.0,1335.0,565.0,3.8068,161000.0,INLAND,12897
36.0,4682.0,899.0,2143.0,832.0,4.5096,203700.0,NEAR OCEAN,18617
52.0,1118.0,279.0,514.0,284.0,2.4196,346200.0,NEAR BAY,15734
28.0,1057.0,249.0,288.0,130.0,3.0526,146900.0,NEAR OCEAN,9785
37.0,1340.0,358.0,1008.0,340.0,3.7614,314300.0,<1H OCEAN,8983
33.0,2581.0,623.0,1598.0,628.0,3.5199,261400.0,<1H OCEAN,17908
48.0,1274.0,313.0,971.0,291.0,3.7738,220600.0,<1H OCEAN,17566
16.0,2401.0,465.0,1757.0,500.0,3.9755,120400.0,INLAND,13392
22.0,2606.0,411.0,1252.0,397.0,4.1833,192100.0,INLAND,16510
28.0,1079.0,306.0,1358.0,285.0,2.52,131900.0,<1H OCEAN,4500
9.0,1442.0,219.0,633.0,230.0,5.0227,162300.0,INLAND,13752
17.0,2277.0,428.0,1887.0,422.0,5.7078,217000.0,<1H OCEAN,17694
17.0,353.0,112.0,359.0,118.0,1.5625,162500.0,NEAR OCEAN,15315
52.0,2332.0,434.0,861.0,406.0,4.4318,437500.0,NEAR BAY,15832
20.0,2355.0,467.0,1198.0,428.0,3.9934,88500.0,INLAND,13993
30.0,1677.0,358.0,1159.0,365.0,2.4554,61200.0,INLAND,19981
16.0,3363.0,611.0,1603.0,556.0,4.2542,294100.0,NEAR OCEAN,18523
22.0,1236.0,290.0,413.0,274.0,3.6875,40000.0,NEAR BAY,18212
27.0,2589.0,658.0,1386.0,608.0,2.9087,228200.0,NEAR OCEAN,16828
33.0,3230.0,587.0,1579.0,560.0,3.5775,109700.0,INLAND,19442
35.0,1774.0,205.0,588.0,207.0,10.7339,500001.0,NEAR OCEAN,16910
33.0,4971.0,836.0,1907.0,795.0,6.1275,424400.0,NEAR BAY,9409
17.0,6050.0,1143.0,3424.0,1131.0,3.7647,127600.0,<1H OCEAN,14973
20.0,2192.0,406.0,1766.0,393.0,4.0921,135000.0,NEAR OCEAN,14193
27.0,2682.0,382.0,935.0,369.0,10.0791,500001.0,NEAR BAY,9383
27.0,2091.0,336.0,1037.0,332.0,5.7519,243400.0,<1H OCEAN,10224
29.0,2718.0,365.0,982.0,339.0,7.9234,500001.0,<1H OCEAN,18063
9.0,3124.0,415.0,1169.0,407.0,6.7694,275100.0,<1H OCEAN,17338
26.0,1584.0,295.0,846.0,295.0,3.375,156300.0,<1H OCEAN,19147
33.0,370.0,42.0,153.0,53.0,10.6514,500001.0,NEAR OCEAN,17172
16.0,8726.0,1317.0,3789.0,1279.0,6.8419,323300.0,<1H OCEAN,9187
36.0,2523.0,401.0,927.0,398.0,3.5179,207800.0,INLAND,12721
15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0,<1H OCEAN,14533
16.0,3147.0,765.0,2165.0,690.0,3.5585,284800.0,NEAR OCEAN,15280
31.0,2210.0,519.0,1047.0,472.0,3.3292,271300.0,<1H OCEAN,7723
16.0,883.0,236.0,601.0,219.0,2.151,146900.0,NEAR BAY,15730
18.0,3418.0,815.0,1961.0,773.0,3.65,171400.0,<1H OCEAN,11180
19.0,4896.0,1083.0,2150.0,905.0,3.3398,89700.0,INLAND,13148
4.0,15029.0,2279.0,5613.0,1696.0,7.2731,450400.0,NEAR OCEAN,15184
33.0,1143.0,172.0,508.0,174.0,4.9107,279900.0,<1H OCEAN,7130
17.0,5512.0,,2734.0,814.0,6.6073,258100.0,<1H OCEAN,20461
18.0,335.0,76.0,189.0,67.0,1.2273,87500.0,INLAND,19576
11.0,9992.0,1368.0,4495.0,1316.0,6.9664,293900.0,NEAR OCEAN,14930
52.0,1079.0,222.0,439.0,201.0,4.625,230800.0,<1H OCEAN,4384
28.0,604.0,207.0,615.0,212.0,3.6214,182100.0,<1H OCEAN,11145
37.0,1871.0,321.0,806.0,294.0,4.0,101400.0,INLAND,19714
42.0,1301.0,280.0,539.0,249.0,5.0,500001.0,<1H OCEAN,10753
38.0,3166.0,575.0,1351.0,561.0,3.5404,91600.0,INLAND,16226
32.0,2726.0,556.0,1513.0,531.0,3.7917,197400.0,<1H OCEAN,11234
5.0,1365.0,196.0,591.0,156.0,6.0389,215100.0,INLAND,16568
15.0,4784.0,1039.0,1810.0,986.0,2.4375,108900.0,NEAR OCEAN,15333
11.0,4597.0,782.0,2534.0,776.0,3.3368,99300.0,INLAND,13883
42.0,1827.0,378.0,880.0,380.0,2.5125,176600.0,NEAR OCEAN,14157
33.0,4518.0,704.0,1776.0,669.0,5.2444,281100.0,NEAR BAY,9904
35.0,1928.0,360.0,1056.0,366.0,4.0893,215700.0,<1H OCEAN,10090
39.0,3302.0,684.0,1574.0,653.0,3.6863,263800.0,NEAR BAY,9325
24.0,5114.0,1357.0,3169.0,1268.0,3.9699,293200.0,NEAR OCEAN,17005
14.0,1582.0,347.0,825.0,259.0,2.8281,106300.0,INLAND,13654
29.0,1585.0,542.0,1019.0,487.0,2.7072,375000.0,<1H OCEAN,8912
34.0,1457.0,239.0,557.0,226.0,3.6181,96500.0,INLAND,9249
19.0,1402.0,324.0,1327.0,316.0,2.25,53200.0,INLAND,19838
12.0,1159.0,209.0,523.0,159.0,2.7232,123200.0,INLAND,12096
36.0,1330.0,273.0,761.0,286.0,2.7813,105800.0,<1H OCEAN,9470
25.0,4137.0,662.0,1905.0,630.0,4.375,214000.0,<1H OCEAN,14955
35.0,4174.0,847.0,2127.0,778.0,3.2232,88300.0,INLAND,13526
19.0,2739.0,707.0,2004.0,622.0,1.6318,117700.0,NEAR OCEAN,14143
36.0,1215.0,279.0,862.0,285.0,3.7604,158700.0,<1H OCEAN,7776
52.0,16.0,4.0,8.0,3.0,1.125,60000.0,NEAR OCEAN,14823
25.0,3655.0,545.0,1776.0,544.0,5.687,238100.0,<1H OCEAN,20338
25.0,7335.0,1157.0,2626.0,1049.0,6.5475,500001.0,NEAR OCEAN,17044
17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179500.0,INLAND,12690
6.0,2104.0,348.0,841.0,320.0,4.1458,116300.0,INLAND,13911
11.0,939.0,187.0,557.0,190.0,2.375,145800.0,INLAND,12158
25.0,2691.0,598.0,964.0,373.0,3.9196,142700.0,INLAND,11830
52.0,1052.0,,381.0,201.0,3.0726,289600.0,NEAR OCEAN,14016
40.0,1335.0,281.0,804.0,282.0,4.3194,198400.0,<1H OCEAN,7751
17.0,1621.0,299.0,1028.0,293.0,5.2722,186900.0,<1H OCEAN,17851
16.0,4508.0,598.0,2221.0,623.0,7.3731,390800.0,<1H OCEAN,11452
32.0,2286.0,468.0,1741.0,467.0,3.0446,101900.0,NEAR OCEAN,14178
7.0,10235.0,2238.0,5271.0,2094.0,3.6071,159100.0,INLAND,12042
25.0,1631.0,415.0,1045.0,386.0,2.4505,147500.0,<1H OCEAN,15431
52.0,3020.0,842.0,1294.0,769.0,3.4375,500001.0,NEAR BAY,15709
15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0,NEAR OCEAN,18657
39.0,1745.0,321.0,901.0,303.0,3.1719,67900.0,INLAND,2121
22.0,2623.0,357.0,838.0,368.0,7.143,327800.0,INLAND,12695
32.0,3028.0,815.0,1704.0,718.0,3.2028,322900.0,NEAR BAY,16134
18.0,328.0,68.0,391.0,60.0,4.1167,87500.0,<1H OCEAN,10568
16.0,2299.0,403.0,1245.0,395.0,4.2125,148300.0,<1H OCEAN,17380
16.0,2349.0,446.0,1302.0,392.0,3.1625,130300.0,INLAND,19467
31.0,1267.0,319.0,545.0,297.0,1.9946,206800.0,NEAR BAY,9905
32.0,3776.0,620.0,1790.0,612.0,5.4675,261100.0,<1H OCEAN,17647
25.0,4921.0,866.0,1913.0,834.0,6.8742,413100.0,NEAR BAY,9404
34.0,2125.0,498.0,1052.0,468.0,5.6315,484600.0,<1H OCEAN,10800
20.0,5801.0,1148.0,2586.0,1063.0,3.9063,162100.0,INLAND,12907
9.0,4609.0,798.0,2582.0,746.0,4.3429,173900.0,<1H OCEAN,15350
17.0,12509.0,2460.0,2737.0,1423.0,4.5556,258100.0,INLAND,12386
35.0,1734.0,493.0,2053.0,508.0,2.1442,149200.0,<1H OCEAN,7220
27.0,3230.0,449.0,1193.0,448.0,6.5308,287800.0,<1H OCEAN,11015
31.0,1262.0,338.0,1019.0,332.0,3.7083,241900.0,<1H OCEAN,5763
16.0,5203.0,,2515.0,862.0,4.105,174400.0,<1H OCEAN,15138
15.0,1864.0,271.0,1006.0,288.0,7.2379,251000.0,INLAND,12008
18.0,10968.0,1521.0,4439.0,1501.0,6.2787,250000.0,<1H OCEAN,15078
3.0,12870.0,2315.0,5820.0,1759.0,4.2429,147300.0,INLAND,13423
24.0,1602.0,426.0,751.0,257.0,1.7609,99300.0,INLAND,11727
42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0,NEAR OCEAN,14281
40.0,2077.0,435.0,1454.0,385.0,2.0074,57000.0,INLAND,12562
4.0,16450.0,2833.0,7985.0,2683.0,5.6631,233400.0,NEAR OCEAN,14932
42.0,1823.0,566.0,761.0,503.0,1.245,137500.0,INLAND,12486
18.0,1830.0,313.0,905.0,361.0,4.2273,141800.0,INLAND,13001
37.0,3112.0,716.0,1304.0,674.0,3.2121,320800.0,NEAR OCEAN,14809
26.0,1435.0,234.0,544.0,232.0,2.6705,136700.0,INLAND,18729
47.0,2901.0,631.0,1276.0,578.0,2.1366,101900.0,INLAND,11777
7.0,5664.0,1174.0,2493.0,1101.0,5.8252,264700.0,<1H OCEAN,11445
12.0,9966.0,1517.0,5008.0,1492.0,4.5625,171300.0,INLAND,11977
16.0,2697.0,490.0,1462.0,515.0,4.2051,190300.0,<1H OCEAN,19229
43.0,1858.0,345.0,1054.0,329.0,3.5625,211600.0,INLAND,6436
12.0,1153.0,265.0,446.0,195.0,3.038,128100.0,INLAND,12311
43.0,515.0,146.0,445.0,140.0,1.6094,93000.0,NEAR OCEAN,14820
42.0,2316.0,515.0,1597.0,522.0,1.8205,60400.0,INLAND,12651
52.0,2009.0,338.0,841.0,338.0,5.5259,295800.0,<1H OCEAN,17514
32.0,1408.0,307.0,1331.0,284.0,3.7014,179600.0,<1H OCEAN,11215
24.0,2831.0,502.0,1462.0,503.0,4.5,158300.0,NEAR BAY,9902
29.0,630.0,145.0,378.0,148.0,3.4107,170800.0,INLAND,5956
34.0,696.0,145.0,398.0,162.0,3.525,254100.0,NEAR OCEAN,16826
18.0,1302.0,424.0,320.0,133.0,3.1964,80000.0,INLAND,19808
19.0,1759.0,214.0,659.0,195.0,10.7751,500001.0,NEAR OCEAN,14468
26.0,3623.0,703.0,1609.0,669.0,3.744,165800.0,<1H OCEAN,15034
17.0,2718.0,518.0,815.0,403.0,4.3182,357100.0,NEAR OCEAN,15278
31.0,3207.0,560.0,1582.0,538.0,4.263,127400.0,INLAND,13442
43.0,1697.0,387.0,1181.0,352.0,1.9234,74600.0,INLAND,13647
28.0,5274.0,991.0,3727.0,961.0,3.57,109800.0,NEAR OCEAN,14195
16.0,3907.0,671.0,1759.0,663.0,3.1776,172600.0,<1H OCEAN,15485
26.0,1626.0,375.0,1580.0,359.0,2.1471,187500.0,NEAR OCEAN,17481
44.0,3690.0,809.0,1922.0,736.0,2.6346,139800.0,NEAR BAY,9914
45.0,767.0,130.0,254.0,118.0,6.2895,340400.0,<1H OCEAN,5373
20.0,1151.0,211.0,478.0,183.0,5.93,384600.0,<1H OCEAN,19186
52.0,1438.0,472.0,1018.0,399.0,2.2188,306700.0,NEAR OCEAN,5649
21.0,3260.0,763.0,1735.0,736.0,2.5162,97500.0,INLAND,12766
16.0,7077.0,1179.0,3502.0,1148.0,5.9919,345100.0,NEAR OCEAN,17180
38.0,1938.0,301.0,823.0,285.0,6.1089,280800.0,NEAR BAY,9964
48.0,2181.0,419.0,1041.0,379.0,3.7361,320200.0,NEAR OCEAN,16069
32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,14283
41.0,1164.0,211.0,476.0,171.0,2.4196,70700.0,INLAND,9254
17.0,2786.0,396.0,1228.0,396.0,6.4211,220700.0,<1H OCEAN,15182
52.0,1603.0,487.0,727.0,464.0,3.9856,500001.0,NEAR BAY,15675
37.0,1084.0,271.0,893.0,236.0,1.6213,69500.0,INLAND,19655
49.0,2297.0,759.0,1105.0,629.0,1.8388,175000.0,NEAR OCEAN,8267
13.0,2057.0,466.0,790.0,436.0,5.0081,288300.0,<1H OCEAN,18095
32.0,2131.0,625.0,1229.0,572.0,2.9201,322200.0,NEAR OCEAN,16170
21.0,1718.0,308.0,1194.0,312.0,3.4359,150900.0,<1H OCEAN,15406
36.0,1380.0,237.0,690.0,234.0,3.8214,210900.0,<1H OCEAN,11188
28.0,1722.0,536.0,1161.0,481.0,3.2228,232500.0,<1H OCEAN,5379
39.0,223.0,37.0,92.0,37.0,3.375,212500.0,INLAND,19416
3.0,830.0,145.0,272.0,104.0,3.8281,163500.0,INLAND,12309
5.0,9269.0,1605.0,4916.0,1519.0,4.4367,133200.0,INLAND,13520
37.0,1966.0,348.0,875.0,381.0,4.0703,223800.0,<1H OCEAN,19116
16.0,2079.0,394.0,746.0,383.0,5.0958,300000.0,NEAR OCEAN,14634
23.0,2511.0,549.0,1052.0,527.0,2.4922,192000.0,<1H OCEAN,19243
45.0,2438.0,462.0,1415.0,510.0,2.8351,107200.0,INLAND,20563
11.0,3170.0,420.0,1418.0,432.0,7.5118,361900.0,<1H OCEAN,20430
15.0,7901.0,1422.0,4769.0,1418.0,2.8139,90400.0,INLAND,12662
37.0,2176.0,418.0,1301.0,375.0,2.875,98900.0,NEAR OCEAN,14186
33.0,346.0,103.0,488.0,107.0,1.8681,112500.0,<1H OCEAN,7217
25.0,2017.0,454.0,1024.0,428.0,4.4732,245600.0,<1H OCEAN,10836
52.0,1475.0,238.0,736.0,260.0,3.6591,105100.0,INLAND,16194
19.0,9899.0,2617.0,11272.0,2528.0,2.0244,118500.0,<1H OCEAN,9698
21.0,2394.0,416.0,1291.0,381.0,4.2099,138700.0,INLAND,11982
25.0,1729.0,383.0,769.0,352.0,4.0417,458500.0,NEAR OCEAN,16953
16.0,5209.0,917.0,2284.0,809.0,4.0403,346100.0,<1H OCEAN,16709
14.0,5094.0,729.0,1974.0,705.0,5.5205,188700.0,INLAND,11787
7.0,439.0,84.0,246.0,80.0,3.0781,162500.0,INLAND,10000
29.0,2430.0,448.0,1087.0,394.0,3.0864,177900.0,INLAND,12913
52.0,3067.0,870.0,2122.0,850.0,2.5603,287500.0,NEAR BAY,15644
11.0,4597.0,782.0,2534.0,776.0,3.3368,99300.0,INLAND,13883
39.0,3275.0,837.0,1137.0,725.0,3.7679,500001.0,NEAR BAY,15663
35.0,1490.0,253.0,705.0,253.0,3.3616,95300.0,INLAND,13612
52.0,25.0,5.0,14.0,9.0,1.625,118800.0,NEAR OCEAN,14825
34.0,1248.0,284.0,986.0,272.0,2.9167,104200.0,<1H OCEAN,17396
4.0,2342.0,595.0,1518.0,545.0,2.9469,216100.0,NEAR OCEAN,15444
37.0,682.0,172.0,813.0,173.0,3.8125,138000.0,<1H OCEAN,6309
18.0,2814.0,539.0,1439.0,493.0,3.599,262000.0,<1H OCEAN,11392
9.0,1160.0,368.0,735.0,325.0,1.119,175000.0,<1H OCEAN,11201
19.0,5613.0,1321.0,3018.0,1268.0,3.1914,215600.0,NEAR OCEAN,18644
19.0,3136.0,466.0,1631.0,484.0,3.6471,101400.0,INLAND,9593
26.0,1919.0,405.0,953.0,371.0,6.0672,420800.0,<1H OCEAN,5490
33.0,1329.0,266.0,683.0,233.0,4.3687,128700.0,INLAND,16575
24.0,4369.0,1353.0,3123.0,1247.0,2.0571,152300.0,NEAR OCEAN,14902
28.0,3109.0,561.0,1891.0,562.0,5.2655,243100.0,<1H OCEAN,11444
20.0,3375.0,630.0,1505.0,598.0,2.69,201300.0,INLAND,19581
17.0,4466.0,640.0,2166.0,666.0,6.979,330700.0,<1H OCEAN,11447
21.0,4650.0,733.0,2014.0,704.0,5.6233,322000.0,NEAR OCEAN,18619
25.0,1268.0,282.0,991.0,299.0,3.0284,123600.0,NEAR OCEAN,14751
52.0,3697.0,837.0,1446.0,711.0,5.866,500001.0,NEAR BAY,15637
39.0,1756.0,320.0,1055.0,322.0,3.2375,105200.0,<1H OCEAN,7608
42.0,1007.0,277.0,1060.0,268.0,3.0179,153700.0,<1H OCEAN,7234
18.0,6601.0,1395.0,3562.0,1299.0,3.512,174800.0,<1H OCEAN,9886
34.0,1959.0,342.0,849.0,357.0,6.2884,414700.0,NEAR BAY,18256
17.0,6709.0,1198.0,3954.0,1161.0,4.6997,156900.0,INLAND,13382
5.0,3634.0,718.0,1317.0,743.0,4.2917,227900.0,<1H OCEAN,20348
4.0,2487.0,440.0,1545.0,452.0,4.9103,140400.0,INLAND,18982
7.0,5747.0,1307.0,2578.0,1147.0,3.3281,122200.0,INLAND,13537
18.0,3278.0,762.0,1338.0,550.0,2.9891,116500.0,INLAND,3013
3.0,8240.0,1410.0,3318.0,1270.0,7.2074,291300.0,<1H OCEAN,10632
12.0,2880.0,406.0,1381.0,418.0,6.5412,254200.0,<1H OCEAN,14737
42.0,1706.0,488.0,1941.0,447.0,2.5213,149700.0,<1H OCEAN,4179
18.0,1994.0,578.0,3031.0,577.0,2.7614,237500.0,<1H OCEAN,11474
24.0,1608.0,314.0,592.0,314.0,5.0926,390500.0,NEAR OCEAN,11509
35.0,871.0,145.0,354.0,154.0,4.3214,341800.0,NEAR OCEAN,17271
18.0,2205.0,661.0,874.0,580.0,3.8018,112500.0,NEAR OCEAN,14438
29.0,4176.0,779.0,2092.0,741.0,2.595,104200.0,INLAND,9646
15.0,2143.0,286.0,929.0,315.0,5.7306,269700.0,<1H OCEAN,17337
25.0,4470.0,518.0,1507.0,504.0,13.3913,500001.0,NEAR OCEAN,16914
46.0,947.0,257.0,1120.0,264.0,3.4125,160700.0,<1H OCEAN,18572
4.0,2782.0,817.0,1309.0,787.0,4.2621,124200.0,NEAR OCEAN,14670
39.0,981.0,286.0,1183.0,298.0,1.9208,139800.0,NEAR OCEAN,5616
9.0,1204.0,355.0,469.0,293.0,3.6196,119900.0,<1H OCEAN,10531
47.0,1088.0,190.0,558.0,166.0,4.2708,207100.0,NEAR BAY,16178
14.0,3965.0,804.0,1945.0,733.0,2.6906,95300.0,INLAND,19830
30.0,2548.0,717.0,2086.0,700.0,0.7007,134400.0,<1H OCEAN,8055
14.0,2647.0,515.0,1487.0,488.0,4.4519,227900.0,NEAR OCEAN,17317
42.0,1823.0,566.0,761.0,503.0,1.245,137500.0,INLAND,12486
12.0,3676.0,550.0,1572.0,510.0,4.8214,201900.0,INLAND,11818
18.0,2708.0,382.0,988.0,359.0,5.5194,367000.0,NEAR OCEAN,17329
35.0,1734.0,493.0,2053.0,508.0,2.1442,149200.0,<1H OCEAN,7220
47.0,2373.0,461.0,990.0,444.0,4.175,98300.0,INLAND,16239
7.0,7722.0,1324.0,2975.0,1161.0,3.6273,150900.0,<1H OCEAN,12201
35.0,1387.0,272.0,610.0,237.0,2.1759,59500.0,INLAND,19779
25.0,2886.0,583.0,2327.0,577.0,2.3851,113700.0,INLAND,11958
3.0,39320.0,6210.0,16305.0,5358.0,4.9516,153700.0,INLAND,13140
17.0,2767.0,584.0,1275.0,568.0,2.5909,125400.0,INLAND,12976
21.0,1934.0,386.0,861.0,381.0,3.6181,213800.0,<1H OCEAN,15436
25.0,1908.0,513.0,956.0,467.0,2.4828,133300.0,NEAR OCEAN,14038
43.0,1394.0,321.0,552.0,296.0,5.9596,500001.0,<1H OCEAN,8577
52.0,3143.0,635.0,1350.0,623.0,3.8571,366700.0,NEAR BAY,16150
35.0,2028.0,554.0,2252.0,521.0,2.4643,182000.0,NEAR OCEAN,20324
31.0,1727.0,342.0,879.0,345.0,3.8125,166300.0,NEAR OCEAN,14666
17.0,3341.0,803.0,3381.0,825.0,3.371,161800.0,<1H OCEAN,11343
4.0,5465.0,974.0,2844.0,950.0,4.4477,174800.0,<1H OCEAN,15515
8.0,4345.0,865.0,2425.0,785.0,3.2481,123800.0,<1H OCEAN,12186
19.0,6823.0,1509.0,3784.0,1509.0,3.1032,179500.0,NEAR OCEAN,14599
52.0,344.0,177.0,460.0,147.0,1.2292,137500.0,NEAR OCEAN,14325
7.0,6126.0,1032.0,2662.0,923.0,4.9005,264000.0,<1H OCEAN,15536
28.0,4930.0,1381.0,2232.0,1321.0,4.3232,316200.0,NEAR BAY,15803
26.0,788.0,127.0,346.0,125.0,5.0603,185700.0,NEAR OCEAN,14598
9.0,13288.0,2728.0,7235.0,2350.0,3.375,131800.0,<1H OCEAN,12192
52.0,2018.0,422.0,1142.0,463.0,3.7083,307700.0,NEAR OCEAN,16093
23.0,149.0,32.0,101.0,34.0,2.6458,112500.0,<1H OCEAN,15079
17.0,5036.0,817.0,2084.0,833.0,4.6445,137200.0,INLAND,13682
18.0,3501.0,721.0,2009.0,660.0,2.6576,65700.0,INLAND,20062
41.0,2057.0,550.0,1805.0,506.0,1.2455,100800.0,<1H OCEAN,8323
18.0,7334.0,1332.0,3339.0,1271.0,3.235,124700.0,INLAND,12956
36.0,2341.0,520.0,2138.0,523.0,2.3347,104000.0,INLAND,13327
26.0,2399.0,625.0,2654.0,535.0,2.2989,60600.0,INLAND,12421
33.0,1700.0,369.0,981.0,362.0,4.5461,194000.0,<1H OCEAN,10092
15.0,2752.0,546.0,1422.0,545.0,3.2813,175000.0,<1H OCEAN,16717
29.0,1733.0,255.0,679.0,278.0,7.5337,406800.0,<1H OCEAN,18162
52.0,433.0,69.0,147.0,53.0,3.9583,162500.0,INLAND,9190
18.0,6075.0,1056.0,2571.0,1018.0,5.22,399400.0,<1H OCEAN,20375
46.0,2280.0,492.0,807.0,366.0,2.6316,117000.0,<1H OCEAN,19327
34.0,2194.0,519.0,1326.0,515.0,2.1056,72000.0,INLAND,13810
23.0,1708.0,287.0,670.0,238.0,6.4517,356600.0,<1H OCEAN,18630
15.0,1070.0,208.0,470.0,217.0,2.3062,158900.0,<1H OCEAN,15484
20.0,4489.0,800.0,2867.0,765.0,4.806,279700.0,<1H OCEAN,17298
14.0,3073.0,851.0,2000.0,782.0,2.3824,144700.0,NEAR OCEAN,14135
38.0,1486.0,359.0,1345.0,326.0,3.3988,147800.0,NEAR OCEAN,8099
